OrigRowNum,Table Type,Topic,Question,Table Section,Section Order,Row Type,Qnum2021,Topic2021,Qnum2018,Topic2018,,,,,,,,,,,,,,,,,,,,
167,Closed End,Community connectedness,Q3A,Race / ethnicity,1,Header,Q3A,Community connectedness,Q3A,Community connections,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
168,Closed End,Community connectedness,Q3A,Race / ethnicity,2,Data,Q3A,Community connectedness,Q3A,Community connections,BIPOC,2%,16%,50%,32%,624,,,,,,,,,,,,,,
169,Closed End,Community connectedness,Q3A,Race / ethnicity,3,Data,Q3A,Community connectedness,Q3A,Community connections,"American Indian, Native American, or Alaska Native",0.4%,9%,54%,37%,67,,,,,,,,,,,,,,
170,Closed End,Community connectedness,Q3A,Race / ethnicity,4,Data,Q3A,Community connectedness,Q3A,Community connections,Asian American or Asian,1%,18%,51%,31%,242,,,,,,,,,,,,,,
171,Closed End,Community connectedness,Q3A,Race / ethnicity,5,Data,Q3A,Community connectedness,Q3A,Community connections,"Black, African American, or African",4%,17%,45%,34%,200,,,,,,,,,,,,,,
172,Closed End,Community connectedness,Q3A,Race / ethnicity,6,Data,Q3A,Community connectedness,Q3A,Community connections,Latino/a or Hispanic,1%,11%,51%,37%,149,,,,,,,,,,,,,,
173,Closed End,Community connectedness,Q3A,Race / ethnicity,7,Data,Q3A,Community connectedness,Q3A,Community connections,White or Caucasian alone,1%,6%,51%,42%,2847,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Closed End,Community connectedness,Q3B,Title,1,Title,Q3B,Community connectedness,Q3B,Community connections,3B. How would you rate the East Metro as a place to raise children.,,,,,,,,,,,,,,,,,,,
176,Closed End,Community connectedness,Q3B,Column labels,1,Labels,Q3B,Community connectedness,Q3B,Community connections,,Poor,Fair,Good,Excellent,Number of respondents (unweighted),,,,,,,,,,,,,,
177,Closed End,Community connectedness,Q3B,Region,1,Header,Q3B,Community connectedness,Q3B,Community connections,Results by region:,,,,,,,,,,,,,,,,,,,
178,Closed End,Community connectedness,Q3B,Region,2,Data,Q3B,Community connectedness,Q3B,Community connections,East Metro overall,3%,14%,46%,37%,3628,,,,,,,,,,,,,,
179,Closed End,Community connectedness,Q3B,Region,3,Data,Q3B,Community connectedness,Q3B,Community connections,Dakota County,1%,7%,47%,45%,917,,,,,,,,,,,,,,
180,Closed End,Community connectedness,Q3B,Region,4,Data,Q3B,Community connectedness,Q3B,Community connections,Ramsey County (overall),5%,21%,46%,29%,1949,,,,,,,,,,,,,,
181,Closed End,Community connectedness,Q3B,Region,5,Data,Q3B,Community connectedness,Q3B,Community connections,City of Saint Paul,8%,29%,41%,22%,1076,,,,,,,,,,,,,,
182,Closed End,Community connectedness,Q3B,Region,6,Data,Q3B,Community connectedness,Q3B,Community connections,Suburban Ramsey County,2%,9%,52%,37%,873,,,,,,,,,,,,,,
183,Closed End,Community connectedness,Q3B,Region,7,Data,Q3B,Community connectedness,Q3B,Community connections,Washington County,0.3%,10%,45%,44%,762,,,,,,,,,,,,,,
184,Closed End,Community connectedness,Q3B,Gender,1,Header,Q3B,Community connectedness,Q3B,Community connections,Results by gender identity:,,,,,,,,,,,,,,,,,,,
185,Closed End,Community connectedness,Q3B,Gender,2,Data,Q3B,Community connectedness,Q3B,Community connections,Females,3%,13%,46%,38%,2148,,,,,,,,,,,,,,
186,Closed End,Community connectedness,Q3B,Gender,3,Data,Q3B,Community connectedness,Q3B,Community connections,Males,2%,14%,46%,38%,1280,,,,,,,,,,,,,,
187,Closed End,Community connectedness,Q3B,Age,1,Header,Q3B,Community connectedness,Q3B,Community connections,Results by age:,,,,,,,,,,,,,,,,,,,
188,Closed End,Community connectedness,Q3B,Age,2,Data,Q3B,Community connectedness,Q3B,Community connections,18-34,4%,18%,47%,32%,454,,,,,,,,,,,,,,
189,Closed End,Community connectedness,Q3B,Age,3,Data,Q3B,Community connectedness,Q3B,Community connections,35-44,1%,12%,41%,45%,602,,,,,,,,,,,,,,
190,Closed End,Community connectedness,Q3B,Age,4,Data,Q3B,Community connectedness,Q3B,Community connections,45-54,3%,13%,41%,43%,425,,,,,,,,,,,,,,
191,Closed End,Community connectedness,Q3B,Age,5,Data,Q3B,Community connectedness,Q3B,Community connections,55-64,2%,16%,42%,40%,547,,,,,,,,,,,,,,
192,Closed End,Community connectedness,Q3B,Age,6,Data,Q3B,Community connectedness,Q3B,Community connections,65+,2%,10%,50%,38%,1102,,,,,,,,,,,,,,
193,Closed End,Community connectedness,Q3B,Education,1,Header,Q3B,Community connectedness,Q3B,Community connections,Results by education level:,,,,,,,,,,,,,,,,,,,
194,Closed End,Community connectedness,Q3B,Education,2,Data,Q3B,Community connectedness,Q3B,Community connections,"Less than HS diploma, no GED",3%,29%,40%,28%,59,,,,,,,,,,,,,,
195,Closed End,Community connectedness,Q3B,Education,3,Data,Q3B,Community connectedness,Q3B,Community connections,HS diploma or GED,4%,20%,50%,26%,313,,,,,,,,,,,,,,
196,Closed End,Community connectedness,Q3B,Education,4,Data,Q3B,Community connectedness,Q3B,Community connections,"Some college, trade school, or Associate degree",4%,16%,47%,32%,940,,,,,,,,,,,,,,
197,Closed End,Community connectedness,Q3B,Education,5,Data,Q3B,Community connectedness,Q3B,Community connections,Bachelor's degree or higher,1%,9%,43%,47%,2149,,,,,,,,,,,,,,
198,Closed End,Community connectedness,Q3B,Household income,1,Header,Q3B,Community connectedness,Q3B,Community connections,Results by household income:,,,,,,,,,,,,,,,,,,,
199,Closed End,Community connectedness,Q3B,Household income,2,Data,Q3B,Community connectedness,Q3B,Community connections,"Less than $20,000",9%,23%,44%,24%,254,,,,,,,,,,,,,,
200,Closed End,Community connectedness,Q3B,Household income,3,Data,Q3B,Community connectedness,Q3B,Community connections,"$20,000 to $39,999",7%,20%,51%,22%,367,,,,,,,,,,,,,,
201,Closed End,Community connectedness,Q3B,Household income,4,Data,Q3B,Community connectedness,Q3B,Community connections,"$40,000 to $59,999",3%,15%,53%,28%,420,,,,,,,,,,,,,,
202,Closed End,Community connectedness,Q3B,Household income,5,Data,Q3B,Community connectedness,Q3B,Community connections,"$60,000 to $79,999",3%,19%,48%,31%,428,,,,,,,,,,,,,,
203,Closed End,Community connectedness,Q3B,Household income,6,Data,Q3B,Community connectedness,Q3B,Community connections,"$80,000 to $99,999",1%,11%,48%,40%,316,,,,,,,,,,,,,,
204,Closed End,Community connectedness,Q3B,Household income,7,Data,Q3B,Community connectedness,Q3B,Community connections,"$100,000 to $149,999",2%,12%,42%,43%,562,,,,,,,,,,,,,,
205,Closed End,Community connectedness,Q3B,Household income,8,Data,Q3B,Community connectedness,Q3B,Community connections,"$150,000 or more",1%,7%,40%,53%,630,,,,,,,,,,,,,,
206,Closed End,Community connectedness,Q3B,Housing status,1,Header,Q3B,Community connectedness,Q3B,Community connections,Results by housing status:,,,,,,,,,,,,,,,,,,,
207,Closed End,Community connectedness,Q3B,Housing status,2,Data,Q3B,Community connectedness,Q3B,Community connections,Owner,2%,12%,45%,42%,2732,,,,,,,,,,,,,,
208,Closed End,Community connectedness,Q3B,Housing status,3,Data,Q3B,Community connectedness,Q3B,Community connections,Renter,7%,21%,48%,24%,801,,,,,,,,,,,,,,
209,Closed End,Community connectedness,Q3B,Housing status,4,Data,Q3B,Community connectedness,Q3B,Community connections,"Lives with family or friends, homeless, or some other arrangement",2%,16%,56%,26%,73,,,,,,,,,,,,,
210,Closed End,Community connectedness,Q3B,Home language,1,Header,Q3B,Community connectedness,Q3B,Community connections,Results by home language:,,,,,,,,,,,,,,,,,,,
211,Closed End,Community connectedness,Q3B,Home language,2,Data,Q3B,Community connectedness,Q3B,Community connections,English only,3%,13%,45%,39%,3127,,,,,,,,,,,,,,
212,Closed End,Community connectedness,Q3B,Home language,3,Data,Q3B,Community connectedness,Q3B,Community connections,English plus another language,2%,20%,49%,29%,244,,,,,,,,,,,,,,
213,Closed End,Community connectedness,Q3B,Home language,4,Data,Q3B,Community connectedness,Q3B,Community connections,Another language only,3%,15%,54%,29%,125,,,,,,,,,,,,,,
214,Closed End,Community connectedness,Q3B,Race / ethnicity,1,Header,Q3B,Community connectedness,Q3B,Community connections,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
215,Closed End,Community connectedness,Q3B,Race / ethnicity,2,Data,Q3B,Community connectedness,Q3B,Community connections,BIPOC,5%,19%,45%,31%,613,,,,,,,,,,,,,,
216,Closed End,Community connectedness,Q3B,Race / ethnicity,3,Data,Q3B,Community connectedness,Q3B,Community connections,"American Indian, Native American, or Alaska Native",1%,3%,53%,43%,66,,,,,,,,,,,,,,
217,Closed End,Community connectedness,Q3B,Race / ethnicity,4,Data,Q3B,Community connectedness,Q3B,Community connections,Asian American or Asian,3%,21%,49%,27%,237,,,,,,,,,,,,,,
218,Closed End,Community connectedness,Q3B,Race / ethnicity,5,Data,Q3B,Community connectedness,Q3B,Community connections,"Black, African American, or African",7%,17%,41%,34%,196,,,,,,,,,,,,,,
219,Closed End,Community connectedness,Q3B,Race / ethnicity,6,Data,Q3B,Community connectedness,Q3B,Community connections,Latino/a or Hispanic,2%,19%,42%,36%,148,,,,,,,,,,,,,,
220,Closed End,Community connectedness,Q3B,Race / ethnicity,7,Data,Q3B,Community connectedness,Q3B,Community connections,White or Caucasian alone,2%,11%,46%,40%,2757,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Closed End,Community connectedness,Q3C,Title,1,Title,Q3C,Community connectedness,Q3C,Community connections,3C. How would you rate the East Metro as a place to work.,,,,,,,,,,,,,,,,,,,
223,Closed End,Community connectedness,Q3C,Column labels,1,Labels,Q3C,Community connectedness,Q3C,Community connections,,Poor,Fair,Good,Excellent,Number of respondents (unweighted),,,,,,,,,,,,,,
224,Closed End,Community connectedness,Q3C,Region,1,Header,Q3C,Community connectedness,Q3C,Community connections,Results by region:,,,,,,,,,,,,,,,,,,,
225,Closed End,Community connectedness,Q3C,Region,2,Data,Q3C,Community connectedness,Q3C,Community connections,East Metro overall,2%,18%,54%,26%,3637,,,,,,,,,,,,,,
226,Closed End,Community connectedness,Q3C,Region,3,Data,Q3C,Community connectedness,Q3C,Community connections,Dakota County,2%,17%,52%,30%,915,,,,,,,,,,,,,,
227,Closed End,Community connectedness,Q3C,Region,4,Data,Q3C,Community connectedness,Q3C,Community connections,Ramsey County (overall),2%,20%,55%,23%,1967,,,,,,,,,,,,,,
228,Closed End,Community connectedness,Q3C,Region,5,Data,Q3C,Community connectedness,Q3C,Community connections,City of Saint Paul,3%,23%,51%,23%,1091,,,,,,,,,,,,,,
229,Closed End,Community connectedness,Q3C,Region,6,Data,Q3C,Community connectedness,Q3C,Community connections,Suburban Ramsey County,1%,15%,61%,23%,876,,,,,,,,,,,,,,
230,Closed End,Community connectedness,Q3C,Region,7,Data,Q3C,Community connectedness,Q3C,Community connections,Washington County,1%,16%,58%,25%,755,,,,,,,,,,,,,,
231,Closed End,Community connectedness,Q3C,Gender,1,Header,Q3C,Community connectedness,Q3C,Community connections,Results by gender identity:,,,,,,,,,,,,,,,,,,,
232,Closed End,Community connectedness,Q3C,Gender,2,Data,Q3C,Community connectedness,Q3C,Community connections,Females,1%,18%,54%,27%,2155,,,,,,,,,,,,,,
233,Closed End,Community connectedness,Q3C,Gender,3,Data,Q3C,Community connectedness,Q3C,Community connections,Males,3%,17%,56%,25%,1279,,,,,,,,,,,,,,
234,Closed End,Community connectedness,Q3C,Age,1,Header,Q3C,Community connectedness,Q3C,Community connections,Results by age:,,,,,,,,,,,,,,,,,,,
235,Closed End,Community connectedness,Q3C,Age,2,Data,Q3C,Community connectedness,Q3C,Community connections,18-34,2%,18%,55%,25%,457,,,,,,,,,,,,,,
236,Closed End,Community connectedness,Q3C,Age,3,Data,Q3C,Community connectedness,Q3C,Community connections,35-44,2%,18%,54%,26%,613,,,,,,,,,,,,,,
237,Closed End,Community connectedness,Q3C,Age,4,Data,Q3C,Community connectedness,Q3C,Community connections,45-54,1%,14%,56%,28%,429,,,,,,,,,,,,,,
238,Closed End,Community connectedness,Q3C,Age,5,Data,Q3C,Community connectedness,Q3C,Community connections,55-64,2%,18%,54%,26%,553,,,,,,,,,,,,,,
239,Closed End,Community connectedness,Q3C,Age,6,Data,Q3C,Community connectedness,Q3C,Community connections,65+,2%,16%,56%,26%,1082,,,,,,,,,,,,,,
240,Closed End,Community connectedness,Q3C,Education,1,Header,Q3C,Community connectedness,Q3C,Community connections,Results by education level:,,,,,,,,,,,,,,,,,,,
241,Closed End,Community connectedness,Q3C,Education,2,Data,Q3C,Community connectedness,Q3C,Community connections,"Less than HS diploma, no GED",1%,26%,47%,26%,59,,,,,,,,,,,,,,
242,Closed End,Community connectedness,Q3C,Education,3,Data,Q3C,Community connectedness,Q3C,Community connections,HS diploma or GED,4%,23%,56%,17%,312,,,,,,,,,,,,,,
243,Closed End,Community connectedness,Q3C,Education,4,Data,Q3C,Community connectedness,Q3C,Community connections,"Some college, trade school, or Associate degree",2%,19%,56%,23%,939,,,,,,,,,,,,,,
244,Closed End,Community connectedness,Q3C,Education,5,Data,Q3C,Community connectedness,Q3C,Community connections,Bachelor's degree or higher,1%,14%,54%,31%,2162,,,,,,,,,,,,,,
245,Closed End,Community connectedness,Q3C,Household income,1,Header,Q3C,Community connectedness,Q3C,Community connections,Results by household income:,,,,,,,,,,,,,,,,,,,
246,Closed End,Community connectedness,Q3C,Household income,2,Data,Q3C,Community connectedness,Q3C,Community connections,"Less than $20,000",2%,29%,49%,20%,259,,,,,,,,,,,,,,
247,Closed End,Community connectedness,Q3C,Household income,3,Data,Q3C,Community connectedness,Q3C,Community connections,"$20,000 to $39,999",4%,18%,58%,20%,369,,,,,,,,,,,,,,
248,Closed End,Community connectedness,Q3C,Household income,4,Data,Q3C,Community connectedness,Q3C,Community connections,"$40,000 to $59,999",1%,18%,58%,23%,420,,,,,,,,,,,,,,
249,Closed End,Community connectedness,Q3C,Household income,5,Data,Q3C,Community connectedness,Q3C,Community connections,"$60,000 to $79,999",3%,19%,57%,21%,428,,,,,,,,,,,,,,
250,Closed End,Community connectedness,Q3C,Household income,6,Data,Q3C,Community connectedness,Q3C,Community connections,"$80,000 to $99,999",0.1%,16%,56%,28%,317,,,,,,,,,,,,,,
251,Closed End,Community connectedness,Q3C,Household income,7,Data,Q3C,Community connectedness,Q3C,Community connections,"$100,000 to $149,999",2%,17%,52%,29%,564,,,,,,,,,,,,,,
252,Closed End,Community connectedness,Q3C,Household income,8,Data,Q3C,Community connectedness,Q3C,Community connections,"$150,000 or more",1%,14%,56%,30%,634,,,,,,,,,,,,,,
253,Closed End,Community connectedness,Q3C,Housing status,1,Header,Q3C,Community connectedness,Q3C,Community connections,Results by housing status:,,,,,,,,,,,,,,,,,,,
254,Closed End,Community connectedness,Q3C,Housing status,2,Data,Q3C,Community connectedness,Q3C,Community connections,Owner,1%,18%,55%,26%,2731,,,,,,,,,,,,,,
255,Closed End,Community connectedness,Q3C,Housing status,3,Data,Q3C,Community connectedness,Q3C,Community connections,Renter,3%,19%,52%,25%,811,,,,,,,,,,,,,,
256,Closed End,Community connectedness,Q3C,Housing status,4,Data,Q3C,Community connectedness,Q3C,Community connections,"Lives with family or friends, homeless, or some other arrangement",0%,17%,57%,25%,73,,,,,,,,,,,,,,
257,Closed End,Community connectedness,Q3C,Home language,1,Header,Q3C,Community connectedness,Q3C,Community connections,Results by home language:,,,,,,,,,,,,,,,,,,,
258,Closed End,Community connectedness,Q3C,Home language,2,Data,Q3C,Community connectedness,Q3C,Community connections,English only,2%,17%,55%,26%,3138,,,,,,,,,,,,,,
259,Closed End,Community connectedness,Q3C,Home language,3,Data,Q3C,Community connectedness,Q3C,Community connections,English plus another language,2%,22%,52%,24%,244,,,,,,,,,,,,,,
260,Closed End,Community connectedness,Q3C,Home language,4,Data,Q3C,Community connectedness,Q3C,Community connections,Another language only,2%,14%,53%,31%,123,,,,,,,,,,,,,,
261,Closed End,Community connectedness,Q3C,Race / ethnicity,1,Header,Q3C,Community connectedness,Q3C,Community connections,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
262,Closed End,Community connectedness,Q3C,Race / ethnicity,2,Data,Q3C,Community connectedness,Q3C,Community connections,BIPOC,3%,22%,52%,23%,611,,,,,,,,,,,,,,
263,Closed End,Community connectedness,Q3C,Race / ethnicity,3,Data,Q3C,Community connectedness,Q3C,Community connections,"American Indian, Native American, or Alaska Native",0.4%,18%,45%,37%,67,,,,,,,,,,,,,,
264,Closed End,Community connectedness,Q3C,Race / ethnicity,4,Data,Q3C,Community connectedness,Q3C,Community connections,Asian American or Asian,4%,22%,54%,20%,235,,,,,,,,,,,,,,
265,Closed End,Community connectedness,Q3C,Race / ethnicity,5,Data,Q3C,Community connectedness,Q3C,Community connections,"Black, African American, or African",1%,26%,46%,28%,194,,,,,,,,,,,,,,
266,Closed End,Community connectedness,Q3C,Race / ethnicity,6,Data,Q3C,Community connectedness,Q3C,Community connections,Latino/a or Hispanic,4%,16%,55%,25%,149,,,,,,,,,,,,,,
267,Closed End,Community connectedness,Q3C,Race / ethnicity,7,Data,Q3C,Community connectedness,Q3C,Community connections,White or Caucasian alone,1%,16%,56%,26%,2763,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Closed End,Community connectedness,Q3D,Title,1,Title,Q5D_21,Community connectedness,Q3D_18,Community connections,"How would you rate the East Metro on high quality, affordable housing choices for all residents.",,,,,,,,,,,,,,,,,,,
270,Closed End,Community connectedness,Q3D,Column labels,1,Labels,Q5D_21,Community connectedness,Q3D_18,Community connections,,Poor,Fair,Good,Excellent,Number of respondents (unweighted),,,,,,,,,,,,,,
271,Closed End,Community connectedness,Q3D,Region,1,Header,Q5D_21,Community connectedness,Q3D_18,Community connections,Results by region:,,,,,,,,,,,,,,,,,,,
272,Closed End,Community connectedness,Q3D,Region,2,Data,Q5D_21,Community connectedness,Q3D_18,Community connections,East Metro overall,10%,38%,40%,12%,3694,,,,,,,,,,,,,,
273,Closed End,Community connectedness,Q3D,Region,3,Data,Q5D_21,Community connectedness,Q3D_18,Community connections,Dakota County,8%,35%,42%,15%,925,,,,,,,,,,,,,,
274,Closed End,Community connectedness,Q3D,Region,4,Data,Q5D_21,Community connectedness,Q3D_18,Community connections,Ramsey County (overall),13%,42%,35%,10%,1995,,,,,,,,,,,,,,
