OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,Question_2021,Qnum2018,Topic2018,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
247,Closed End,Housing,Q2,Race / ethnicity,2,Data,Q2,Q2,Community connections,   BIPOC,55%,45%,771,,,,,,,,,,,,,,,,
248,Closed End,Housing,Q2,Race / ethnicity,3,Data,Q2,Q2,Community connections,      "American Indian, Native American, or Alaska Native",71%,29%,130,,,,,,,,,,,,,,,,
249,Closed End,Housing,Q2,Race / ethnicity,4,Data,Q2,Q2,Community connections,      Asian American or Asian,47%,53%,211,,,,,,,,,,,,,,,,
250,Closed End,Housing,Q2,Race / ethnicity,5,Data,Q2,Q2,Community connections,      "Black, African American, or African",59%,41%,348,,,,,,,,,,,,,,,,
251,Closed End,Housing,Q2,Race / ethnicity,6,Data,Q2,Q2,Community connections,      Latino/a or Hispanic,62%,38%,140,,,,,,,,,,,,,,,,
252,Closed End,Housing,Q2,Race / ethnicity,7,Data,Q2,Q2,Community connections,   White or Caucasian alone,67%,33%,2079,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Closed End,Housing,Q3A,Title,1,Title,Q3A,Q3A,Community connections,5A. How would you rate the East Metro as a place to live?,,,,,,,,,,,,,,,,,,,
255,Closed End,Housing,Q3A,Column labels,1,Labels,Q3A,Q3A,Community connections,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
256,Closed End,Housing,Q3A,Region,1,Header,Q3A,Q3A,Community connections,Results by region:,,,,,,,,,,,,,,,,,,,
257,Closed End,Housing,Q3A,Region,2,Data,Q3A,Q3A,Community connections,   East Metro overall,37%,51%,11%,1%,3108,,,,,,,,,,,,,,
258,Closed End,Housing,Q3A,Region,3,Data,Q3A,Q3A,Community connections,   Dakota County,48%,46%,6%,<.5%,421,,,,,,,,,,,,,,
259,Closed End,Housing,Q3A,Region,4,Data,Q3A,Q3A,Community connections,   Ramsey County (overall),26%,55%,17%,2%,2284,,,,,,,,,,,,,,
260,Closed End,Housing,Q3A,Region,5,Data,Q3A,Q3A,Community connections,      City of Saint Paul,17%,54%,26%,4%,1853,,,,,,,,,,,,,,
261,Closed End,Housing,Q3A,Region,6,Data,Q3A,Q3A,Community connections,      Suburban Ramsey County,38%,56%,5%,1%,431,,,,,,,,,,,,,,
262,Closed End,Housing,Q3A,Region,7,Data,Q3A,Q3A,Community connections,   Washington County,43%,52%,5%,1%,403,,,,,,,,,,,,,,
263,Closed End,Housing,Q3A,Gender,1,Header,Q3A,Q3A,Community connections,Results by gender:,,,,,,,,,,,,,,,,,,,
264,Closed End,Housing,Q3A,Gender,2,Data,Q3A,Q3A,Community connections,   Females,37%,51%,11%,1%,1928,,,,,,,,,,,,,,
265,Closed End,Housing,Q3A,Gender,3,Data,Q3A,Q3A,Community connections,   Males,37%,52%,10%,1%,1021,,,,,,,,,,,,,,
266,Closed End,Housing,Q3A,Age,1,Header,Q3A,Q3A,Community connections,Results by age:,,,,,,,,,,,,,,,,,,,
267,Closed End,Housing,Q3A,Age,2,Data,Q3A,Q3A,Community connections,   18-34,32%,54%,13%,1%,417,,,,,,,,,,,,,,
268,Closed End,Housing,Q3A,Age,3,Data,Q3A,Q3A,Community connections,   35-44,45%,47%,7%,1%,425,,,,,,,,,,,,,,
269,Closed End,Housing,Q3A,Age,4,Data,Q3A,Q3A,Community connections,   45-54,37%,49%,11%,2%,368,,,,,,,,,,,,,,
270,Closed End,Housing,Q3A,Age,5,Data,Q3A,Q3A,Community connections,   55-64,41%,53%,7%,<.5%,533,,,,,,,,,,,,,,
271,Closed End,Housing,Q3A,Age,6,Data,Q3A,Q3A,Community connections,   65+,42%,51%,7%,<.5%,885,,,,,,,,,,,,,,
272,Closed End,Housing,Q3A,Education,1,Header,Q3A,Q3A,Community connections,Results by education level:,,,,,,,,,,,,,,,,,,,
273,Closed End,Housing,Q3A,Education,2,Data,Q3A,Q3A,Community connections,   "Less than HS diploma, no GED",33%,50%,15%,3%,102,,,,,,,,,,,,,,
274,Closed End,Housing,Q3A,Education,3,Data,Q3A,Q3A,Community connections,   HS diploma or GED,32%,53%,14%,1%,378,,,,,,,,,,,,,,
275,Closed End,Housing,Q3A,Education,4,Data,Q3A,Q3A,Community connections,   "Some college, trade school, or Associate degree",35%,49%,14%,2%,990,,,,,,,,,,,,,,
276,Closed End,Housing,Q3A,Education,5,Data,Q3A,Q3A,Community connections,   Bachelor's degree or higher,41%,53%,6%,<.5%,1534,,,,,,,,,,,,,,
277,Closed End,Housing,Q3A,Household income,1,Header,Q3A,Q3A,Community connections,Results by household income:,,,,,,,,,,,,,,,,,,,
278,Closed End,Housing,Q3A,Household income,2,Data,Q3A,Q3A,Community connections,   "Less than $20,000",24%,51%,24%,2%,506,,,,,,,,,,,,,,
279,Closed End,Housing,Q3A,Household income,3,Data,Q3A,Q3A,Community connections,   "$20,000 to $39,999",34%,44%,21%,1%,436,,,,,,,,,,,,,,
280,Closed End,Housing,Q3A,Household income,4,Data,Q3A,Q3A,Community connections,   "$40,000 to $59,999",30%,51%,18%,1%,408,,,,,,,,,,,,,,
281,Closed End,Housing,Q3A,Household income,5,Data,Q3A,Q3A,Community connections,   "$60,000 to $79,999",25%,64%,10%,1%,314,,,,,,,,,,,,,,
282,Closed End,Housing,Q3A,Household income,6,Data,Q3A,Q3A,Community connections,   "$80,000 to $99,999",40%,55%,5%,<.5%,275,,,,,,,,,,,,,,
283,Closed End,Housing,Q3A,Household income,7,Data,Q3A,Q3A,Community connections,   "$100,000 to $149,999",42%,52%,5%,1%,343,,,,,,,,,,,,,,
284,Closed End,Housing,Q3A,Household income,8,Data,Q3A,Q3A,Community connections,   "$150,000 or more",55%,41%,5%,<.5%,261,,,,,,,,,,,,,,
285,Closed End,Housing,Q3A,Housing status,1,Header,Q3A,Q3A,Community connections,Results by housing status:,,,,,,,,,,,,,,,,,,,
286,Closed End,Housing,Q3A,Housing status,2,Data,Q3A,Q3A,Community connections,   Owner,41%,50%,8%,1%,1993,,,,,,,,,,,,,,
287,Closed End,Housing,Q3A,Housing status,3,Data,Q3A,Q3A,Community connections,   Renter,25%,55%,18%,2%,1032,,,,,,,,,,,,,,
288,Closed End,Housing,Q3A,Housing status,4,Data,Q3A,Q3A,Community connections,   "Lives with family or friends, homeless, or some other arrangement",36%,42%,16%,6%,70,,,,,,,,,,,,,,
289,Closed End,Housing,Q3A,Home language,1,Header,Q3A,Q3A,Community connections,Results by home language:,,,,,,,,,,,,,,,,,,,
290,Closed End,Housing,Q3A,Home language,2,Data,Q3A,Q3A,Community connections,   English only,39%,52%,9%,1%,2652,,,,,,,,,,,,,,
291,Closed End,Housing,Q3A,Home language,3,Data,Q3A,Q3A,Community connections,   English plus another language,26%,52%,18%,4%,250,,,,,,,,,,,,,,
292,Closed End,Housing,Q3A,Home language,4,Data,Q3A,Q3A,Community connections,   Another language only,31%,42%,24%,3%,106,,,,,,,,,,,,,,
293,Closed End,Housing,Q3A,Race / ethnicity,1,Header,Q3A,Q3A,Community connections,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
294,Closed End,Housing,Q3A,Race / ethnicity,2,Data,Q3A,Q3A,Community connections,   BIPOC,27%,51%,21%,1%,790,,,,,,,,,,,,,,
295,Closed End,Housing,Q3A,Race / ethnicity,3,Data,Q3A,Q3A,Community connections,      "American Indian, Native American, or Alaska Native",27%,50%,21%,1%,131,,,,,,,,,,,,,,
296,Closed End,Housing,Q3A,Race / ethnicity,4,Data,Q3A,Q3A,Community connections,      Asian American or Asian,27%,54%,18%,1%,216,,,,,,,,,,,,,,
297,Closed End,Housing,Q3A,Race / ethnicity,5,Data,Q3A,Q3A,Community connections,      "Black, African American, or African",26%,51%,22%,1%,359,,,,,,,,,,,,,,
298,Closed End,Housing,Q3A,Race / ethnicity,6,Data,Q3A,Q3A,Community connections,      Latino/a or Hispanic,32%,43%,23%,1%,142,,,,,,,,,,,,,,
299,Closed End,Housing,Q3A,Race / ethnicity,7,Data,Q3A,Q3A,Community connections,   White or Caucasian alone,40%,53%,7%,<.5%,2090,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Closed End,Housing,Q3B,Title,1,Title,Q3B,Q3B,Community connections,5B. How would you rate the East Metro as a place to raise children?,,,,,,,,,,,,,,,,,,,
302,Closed End,Housing,Q3B,Column labels,1,Labels,Q3B,Q3B,Community connections,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
303,Closed End,Housing,Q3B,Region,1,Header,Q3B,Q3B,Community connections,Results by region:,,,,,,,,,,,,,,,,,,,
304,Closed End,Housing,Q3B,Region,2,Data,Q3B,Q3B,Community connections,   East Metro overall,36%,47%,13%,4%,3016,,,,,,,,,,,,,,
305,Closed End,Housing,Q3B,Region,3,Data,Q3B,Q3B,Community connections,   Dakota County,47%,47%,6%,<.5%,415,,,,,,,,,,,,,,
306,Closed End,Housing,Q3B,Region,4,Data,Q3B,Q3B,Community connections,   Ramsey County (overall),25%,48%,21%,7%,2201,,,,,,,,,,,,,,
307,Closed End,Housing,Q3B,Region,5,Data,Q3B,Q3B,Community connections,      City of Saint Paul,13%,44%,31%,12%,1786,,,,,,,,,,,,,,
308,Closed End,Housing,Q3B,Region,6,Data,Q3B,Q3B,Community connections,      Suburban Ramsey County,39%,52%,8%,1%,415,,,,,,,,,,,,,,
309,Closed End,Housing,Q3B,Region,7,Data,Q3B,Q3B,Community connections,   Washington County,43%,47%,8%,2%,400,,,,,,,,,,,,,,
310,Closed End,Housing,Q3B,Gender,1,Header,Q3B,Q3B,Community connections,Results by gender:,,,,,,,,,,,,,,,,,,,
311,Closed End,Housing,Q3B,Gender,2,Data,Q3B,Q3B,Community connections,   Females,37%,48%,13%,3%,1867,,,,,,,,,,,,,,
312,Closed End,Housing,Q3B,Gender,3,Data,Q3B,Q3B,Community connections,   Males,36%,47%,14%,3%,993,,,,,,,,,,,,,,
313,Closed End,Housing,Q3B,Age,1,Header,Q3B,Q3B,Community connections,Results by age:,,,,,,,,,,,,,,,,,,,
314,Closed End,Housing,Q3B,Age,2,Data,Q3B,Q3B,Community connections,   18-34,31%,45%,19%,4%,410,,,,,,,,,,,,,,
315,Closed End,Housing,Q3B,Age,3,Data,Q3B,Q3B,Community connections,   35-44,49%,40%,10%,2%,423,,,,,,,,,,,,,,
316,Closed End,Housing,Q3B,Age,4,Data,Q3B,Q3B,Community connections,   45-54,36%,49%,11%,4%,361,,,,,,,,,,,,,,
317,Closed End,Housing,Q3B,Age,5,Data,Q3B,Q3B,Community connections,   55-64,40%,48%,10%,2%,520,,,,,,,,,,,,,,
318,Closed End,Housing,Q3B,Age,6,Data,Q3B,Q3B,Community connections,   65+,35%,53%,10%,2%,835,,,,,,,,,,,,,,
319,Closed End,Housing,Q3B,Education,1,Header,Q3B,Q3B,Community connections,Results by education level:,,,,,,,,,,,,,,,,,,,
320,Closed End,Housing,Q3B,Education,2,Data,Q3B,Q3B,Community connections,   "Less than HS diploma, no GED",33%,41%,19%,7%,100,,,,,,,,,,,,,,
321,Closed End,Housing,Q3B,Education,3,Data,Q3B,Q3B,Community connections,   HS diploma or GED,31%,49%,16%,4%,364,,,,,,,,,,,,,,
322,Closed End,Housing,Q3B,Education,4,Data,Q3B,Q3B,Community connections,   "Some college, trade school, or Associate degree",36%,47%,13%,4%,966,,,,,,,,,,,,,,
323,Closed End,Housing,Q3B,Education,5,Data,Q3B,Q3B,Community connections,   Bachelor's degree or higher,39%,47%,11%,2%,1483,,,,,,,,,,,,,,
324,Closed End,Housing,Q3B,Household income,1,Header,Q3B,Q3B,Community connections,Results by household income:,,,,,,,,,,,,,,,,,,,
325,Closed End,Housing,Q3B,Household income,2,Data,Q3B,Q3B,Community connections,   "Less than $20,000",21%,48%,24%,6%,489,,,,,,,,,,,,,,
326,Closed End,Housing,Q3B,Household income,3,Data,Q3B,Q3B,Community connections,   "$20,000 to $39,999",30%,44%,21%,5%,416,,,,,,,,,,,,,,
327,Closed End,Housing,Q3B,Household income,4,Data,Q3B,Q3B,Community connections,   "$40,000 to $59,999",29%,49%,16%,6%,400,,,,,,,,,,,,,,
328,Closed End,Housing,Q3B,Household income,5,Data,Q3B,Q3B,Community connections,   "$60,000 to $79,999",24%,58%,15%,3%,306,,,,,,,,,,,,,,
329,Closed End,Housing,Q3B,Household income,6,Data,Q3B,Q3B,Community connections,   "$80,000 to $99,999",45%,49%,4%,2%,267,,,,,,,,,,,,,,
330,Closed End,Housing,Q3B,Household income,7,Data,Q3B,Q3B,Community connections,   "$100,000 to $149,999",40%,44%,13%,3%,339,,,,,,,,,,,,,,
331,Closed End,Housing,Q3B,Household income,8,Data,Q3B,Q3B,Community connections,   "$150,000 or more",55%,38%,6%,2%,256,,,,,,,,,,,,,,
332,Closed End,Housing,Q3B,Housing status,1,Header,Q3B,Q3B,Community connections,Results by housing status:,,,,,,,,,,,,,,,,,,,
333,Closed End,Housing,Q3B,Housing status,2,Data,Q3B,Q3B,Community connections,   Owner,39%,48%,10%,2%,1947,,,,,,,,,,,,,,
334,Closed End,Housing,Q3B,Housing status,3,Data,Q3B,Q3B,Community connections,   Renter,26%,45%,22%,7%,985,,,,,,,,,,,,,,
335,Closed End,Housing,Q3B,Housing status,4,Data,Q3B,Q3B,Community connections,   "Lives with family or friends, homeless, or some other arrangement",35%,40%,13%,12%,70,,,,,,,,,,,,,,
336,Closed End,Housing,Q1B,Home language,1,Header,Q3B,Q3B,Community connections,Results by home language:,,,,,,,,,,,,,,,,,,,
337,Closed End,Housing,Q1B,Home language,2,Data,Q3B,Q3B,Community connections,   English only,37%,48%,12%,3%,2571,,,,,,,,,,,,,,
338,Closed End,Housing,Q1B,Home language,3,Data,Q3B,Q3B,Community connections,   English plus another language,31%,44%,20%,6%,244,,,,,,,,,,,,,,
339,Closed End,Housing,Q1B,Home language,4,Data,Q3B,Q3B,Community connections,   Another language only,19%,51%,23%,7%,103,,,,,,,,,,,,,,
340,Closed End,Housing,Q1B,Race / ethnicity,1,Header,Q3B,Q3B,Community connections,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
341,Closed End,Housing,Q1B,Race / ethnicity,2,Data,Q3B,Q3B,Community connections,   BIPOC,29%,46%,19%,5%,773,,,,,,,,,,,,,,
342,Closed End,Housing,Q1B,Race / ethnicity,3,Data,Q3B,Q3B,Community connections,      "American Indian, Native American, or Alaska Native",20%,45%,30%,5%,129,,,,,,,,,,,,,,
343,Closed End,Housing,Q1B,Race / ethnicity,4,Data,Q3B,Q3B,Community connections,      Asian American or Asian,26%,50%,20%,4%,212,,,,,,,,,,,,,,
344,Closed End,Housing,Q1B,Race / ethnicity,5,Data,Q3B,Q3B,Community connections,      "Black, African American, or African",35%,44%,16%,6%,352,,,,,,,,,,,,,,
345,Closed End,Housing,Q1B,Race / ethnicity,6,Data,Q3B,Q3B,Community connections,      Latino/a or Hispanic,31%,40%,22%,7%,139,,,,,,,,,,,,,,
346,Closed End,Housing,Q1B,Race / ethnicity,7,Data,Q3B,Q3B,Community connections,   White or Caucasian alone,39%,48%,11%,2%,2019,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Closed End,Housing,Q3C_21,Title,1,Title,Q3C,Q3C,Community connections,5C. How would you rate the East Metro as a place to work?,,,,,,,,,,,,,,,,,,,
349,Closed End,Housing,Q3C_21,Column labels,1,Labels,Q3C,Q3C,Community connections,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
350,Closed End,Housing,Q3C_21,Region,1,Header,Q3C,Q3C,Community connections,Results by region:,,,,,,,,,,,,,,,,,,,
351,Closed End,Housing,Q3C_21,Region,2,Data,Q3C,Q3C,Community connections,   East Metro overall,25%,54%,19%,3%,2992,,,,,,,,,,,,,,
352,Closed End,Housing,Q3C_21,Region,3,Data,Q3C,Q3C,Community connections,   Dakota County,32%,53%,14%,1%,405,,,,,,,,,,,,,,
353,Closed End,Housing,Q3C_21,Region,4,Data,Q3C,Q3C,Community connections,   Ramsey County (overall),21%,53%,22%,3%,2201,,,,,,,,,,,,,,
354,Closed End,Housing,Q3C_21,Region,5,Data,Q3C,Q3C,Community connections,      City of Saint Paul,18%,51%,26%,5%,1793,,,,,,,,,,,,,,
355,Closed End,Housing,Q3C_21,Region,6,Data,Q3C,Q3C,Community connections,      Suburban Ramsey County,26%,55%,18%,1%,408,,,,,,,,,,,,,,
356,Closed End,Housing,Q3C_21,Region,7,Data,Q3C,Q3C,Community connections,   Washington County,21%,57%,18%,4%,386,,,,,,,,,,,,,,
357,Closed End,Housing,Q3C_21,Gender,1,Header,Q3C,Q3C,Community connections,Results by gender:,,,,,,,,,,,,,,,,,,,
358,Closed End,Housing,Q3C_21,Gender,2,Data,Q3C,Q3C,Community connections,   Females,26%,53%,19%,2%,1853,,,,,,,,,,,,,,
359,Closed End,Housing,Q3C_21,Gender,3,Data,Q3C,Q3C,Community connections,   Males,25%,56%,16%,3%,988,,,,,,,,,,,,,,
360,Closed End,Housing,Q3C_21,Age,1,Header,Q3C,Q3C,Community connections,Results by age:,,,,,,,,,,,,,,,,,,,
361,Closed End,Housing,Q3C_21,Age,2,Data,Q3C,Q3C,Community connections,   18-34,26%,53%,20%,1%,412,,,,,,,,,,,,,,
362,Closed End,Housing,Q3C_21,Age,3,Data,Q3C,Q3C,Community connections,   35-44,29%,52%,18%,1%,425,,,,,,,,,,,,,,
363,Closed End,Housing,Q3C_21,Age,4,Data,Q3C,Q3C,Community connections,   45-54,24%,54%,17%,5%,362,,,,,,,,,,,,,,
364,Closed End,Housing,Q3C_21,Age,5,Data,Q3C,Q3C,Community connections,   55-64,29%,54%,14%,3%,515,,,,,,,,,,,,,,
365,Closed End,Housing,Q3C_21,Age,6,Data,Q3C,Q3C,Community connections,   65+,26%,61%,11%,2%,818,,,,,,,,,,,,,,
366,Closed End,Housing,Q3C_21,Education,1,Header,Q3C,Q3C,Community connections,Results by education level:,,,,,,,,,,,,,,,,,,,
367,Closed End,Housing,Q3C_21,Education,2,Data,Q3C,Q3C,Community connections,   "Less than HS diploma, no GED",24%,46%,26%,3%,99,,,,,,,,,,,,,,
368,Closed End,Housing,Q3C_21,Education,3,Data,Q3C,Q3C,Community connections,   HS diploma or GED,20%,58%,19%,3%,357,,,,,,,,,,,,,,
369,Closed End,Housing,Q3C_21,Education,4,Data,Q3C,Q3C,Community connections,   "Some college, trade school, or Associate degree",25%,50%,21%,3%,950,,,,,,,,,,,,,,
370,Closed End,Housing,Q3C_21,Education,5,Data,Q3C,Q3C,Community connections,   Bachelor's degree or higher,28%,56%,15%,1%,1484,,,,,,,,,,,,,,
371,Closed End,Housing,Q3C_21,Household income,1,Header,Q3C,Q3C,Community connections,Results by household income:,,,,,,,,,,,,,,,,,,,
372,Closed End,Housing,Q3C_21,Household income,2,Data,Q3C,Q3C,Community connections,   "Less than $20,000",15%,49%,29%,7%,482,,,,,,,,,,,,,,
373,Closed End,Housing,Q3C_21,Household income,3,Data,Q3C,Q3C,Community connections,   "$20,000 to $39,999",25%,47%,26%,2%,421,,,,,,,,,,,,,,
374,Closed End,Housing,Q3C_21,Household income,4,Data,Q3C,Q3C,Community connections,   "$40,000 to $59,999",23%,50%,26%,1%,392,,,,,,,,,,,,,,
375,Closed End,Housing,Q3C_21,Household income,5,Data,Q3C,Q3C,Community connections,   "$60,000 to $79,999",15%,67%,16%,2%,304,,,,,,,,,,,,,,
376,Closed End,Housing,Q3C_21,Household income,6,Data,Q3C,Q3C,Community connections,   "$80,000 to $99,999",33%,56%,11%,1%,268,,,,,,,,,,,,,,
377,Closed End,Housing,Q3C_21,Household income,7,Data,Q3C,Q3C,Community connections,   "$100,000 to $149,999",30%,53%,15%,3%,334,,,,,,,,,,,,,,
378,Closed End,Housing,Q3C_21,Household income,8,Data,Q3C,Q3C,Community connections,   "$150,000 or more",36%,51%,13%,<.5%,258,,,,,,,,,,,,,,
379,Closed End,Housing,Q3C_21,Housing status,1,Header,Q3C,Q3C,Community connections,Results by housing status:,,,,,,,,,,,,,,,,,,,
380,Closed End,Housing,Q3C_21,Housing status,2,Data,Q3C,Q3C,Community connections,   Owner,27%,54%,17%,2%,1925,,,,,,,,,,,,,,
381,Closed End,Housing,Q3C_21,Housing status,3,Data,Q3C,Q3C,Community connections,   Renter,21%,54%,21%,4%,984,,,,,,,,,,,,,,
382,Closed End,Housing,Q3C_21,Housing status,4,Data,Q3C,Q3C,Community connections,   "Lives with family or friends, homeless, or some other arrangement",19%,41%,36%,4%,69,,,,,,,,,,,,,,
383,Closed End,Housing,Q3C_21,Home language,1,Header,Q3C,Q3C,Community connections,Results by home language:,,,,,,,,,,,,,,,,,,,
384,Closed End,Housing,Q3C_21,Home language,2,Data,Q3C,Q3C,Community connections,   English only,26%,56%,16%,2%,2548,,,,,,,,,,,,,,
385,Closed End,Housing,Q3C_21,Home language,3,Data,Q3C,Q3C,Community connections,   English plus another language,19%,46%,30%,5%,246,,,,,,,,,,,,,,
386,Closed End,Housing,Q3C_21,Home language,4,Data,Q3C,Q3C,Community connections,   Another language only,21%,37%,39%,3%,102,,,,,,,,,,,,,,
387,Closed End,Housing,Q3C_21,Race / ethnicity,1,Header,Q3C,Q3C,Community connections,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
388,Closed End,Housing,Q3C_21,Race / ethnicity,2,Data,Q3C,Q3C,Community connections,   BIPOC,21%,47%,30%,2%,769,,,,,,,,,,,,,,
389,Closed End,Housing,Q3C_21,Race / ethnicity,3,Data,Q3C,Q3C,Community connections,      "American Indian, Native American, or Alaska Native",18%,45%,33%,3%,126,,,,,,,,,,,,,,
390,Closed End,Housing,Q3C_21,Race / ethnicity,4,Data,Q3C,Q3C,Community connections,      Asian American or Asian,13%,47%,39%,1%,210,,,,,,,,,,,,,,
391,Closed End,Housing,Q3C_21,Race / ethnicity,5,Data,Q3C,Q3C,Community connections,      "Black, African American, or African",25%,54%,19%,2%,351,,,,,,,,,,,,,,
392,Closed End,Housing,Q3C_21,Race / ethnicity,6,Data,Q3C,Q3C,Community connections,      Latino/a or Hispanic,33%,37%,27%,3%,140,,,,,,,,,,,,,,
393,Closed End,Housing,Q3C_21,Race / ethnicity,7,Data,Q3C,Q3C,Community connections,   White or Caucasian alone,26%,57%,14%,2%,2006,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Closed End,Housing,Q3D_21,Title,1,Title,Q5D_21,Q3D_18,Community connections,"How would you rate the East Metro on high quality, affordable housing choices for all residents?",,,,,,,,,,,,,,,,,,,
396,Closed End,Housing,Q3D_21,Column labels,1,Labels,Q5D_21,Q3D_18,Community connections,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
397,Closed End,Housing,Q3D_21,Region,1,Header,Q5D_21,Q3D_18,Community connections,Results by region:,,,,,,,,,,,,,,,,,,,
398,Closed End,Housing,Q3D_21,Region,2,Data,Q5D_21,Q3D_18,Community connections,   East Metro overall,13%,40%,37%,10%,3071,,,,,,,,,,,,,,
399,Closed End,Housing,Q3D_21,Region,3,Data,Q5D_21,Q3D_18,Community connections,   Dakota County,18%,42%,32%,8%,419,,,,,,,,,,,,,,
400,Closed End,Housing,Q3D_21,Region,4,Data,Q5D_21,Q3D_18,Community connections,   Ramsey County (overall),10%,37%,39%,14%,2252,,,,,,,,,,,,,,
401,Closed End,Housing,Q3D_21,Region,5,Data,Q5D_21,Q3D_18,Community connections,      City of Saint Paul,8%,32%,42%,19%,1826,,,,,,,,,,,,,,
402,Closed End,Housing,Q3D_21,Region,6,Data,Q5D_21,Q3D_18,Community connections,      Suburban Ramsey County,12%,44%,35%,8%,426,,,,,,,,,,,,,,
403,Closed End,Housing,Q3D_21,Region,7,Data,Q5D_21,Q3D_18,Community connections,   Washington County,11%,43%,39%,7%,400,,,,,,,,,,,,,,
404,Closed End,Housing,Q3D_21,Gender,1,Header,Q5D_21,Q3D_18,Community connections,Results by gender:,,,,,,,,,,,,,,,,,,,
405,Closed End,Housing,Q3D_21,Gender,2,Data,Q5D_21,Q3D_18,Community connections,   Females,13%,37%,37%,12%,1905,,,,,,,,,,,,,,
406,Closed End,Housing,Q3D_21,Gender,3,Data,Q5D_21,Q3D_18,Community connections,   Males,12%,45%,36%,7%,1009,,,,,,,,,,,,,,
407,Closed End,Housing,Q3D_21,Age,1,Header,Q5D_21,Q3D_18,Community connections,Results by age:,,,,,,,,,,,,,,,,,,,
408,Closed End,Housing,Q3D_21,Age,2,Data,Q5D_21,Q3D_18,Community connections,   18-34,13%,32%,41%,14%,417,,,,,,,,,,,,,,
409,Closed End,Housing,Q3D_21,Age,3,Data,Q5D_21,Q3D_18,Community connections,   35-44,14%,37%,39%,10%,427,,,,,,,,,,,,,,
410,Closed End,Housing,Q3D_21,Age,4,Data,Q5D_21,Q3D_18,Community connections,   45-54,9%,47%,32%,12%,365,,,,,,,,,,,,,,
411,Closed End,Housing,Q3D_21,Age,5,Data,Q5D_21,Q3D_18,Community connections,   55-64,12%,39%,40%,9%,530,,,,,,,,,,,,,,
412,Closed End,Housing,Q3D_21,Age,6,Data,Q5D_21,Q3D_18,Community connections,   65+,19%,45%,32%,5%,857,,,,,,,,,,,,,,
413,Closed End,Housing,Q3D_21,Education,1,Header,Q5D_21,Q3D_18,Community connections,Results by education level:,,,,,,,,,,,,,,,,,,,
414,Closed End,Housing,Q3D_21,Education,2,Data,Q5D_21,Q3D_18,Community connections,   "Less than HS diploma, no GED",22%,22%,34%,22%,101,,,,,,,,,,,,,,
415,Closed End,Housing,Q3D_21,Education,3,Data,Q5D_21,Q3D_18,Community connections,   HS diploma or GED,17%,37%,37%,8%,374,,,,,,,,,,,,,,
416,Closed End,Housing,Q3D_21,Education,4,Data,Q5D_21,Q3D_18,Community connections,   "Some college, trade school, or Associate degree",13%,42%,35%,10%,979,,,,,,,,,,,,,,
