OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
205,Closed End,Community  connectedness,Q3C,Age,6,Data,   65+,24%,58%,16%,1%,540,,,,,,,,,,,,,,
206,Closed End,Community  connectedness,Q3C,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
207,Closed End,Community  connectedness,Q3C,Education,2,Data,   "Less than HS diploma, no GED",--,--,--,--,19,,,,,,,,,,,,,,
208,Closed End,Community  connectedness,Q3C,Education,3,Data,   HS diploma or GED,24%,54%,21%,1%,188,,,,,,,,,,,,,,
209,Closed End,Community  connectedness,Q3C,Education,4,Data,   "Some college, trade school, or Associate degree",26%,59%,15%,1%,544,,,,,,,,,,,,,,
210,Closed End,Community  connectedness,Q3C,Education,5,Data,   Bachelor's degree or higher,34%,55%,10%,1%,1075,,,,,,,,,,,,,,
211,Closed End,Community  connectedness,Q3C,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
212,Closed End,Community  connectedness,Q3C,Household income,2,Data,   "Less than $20,000",24%,48%,25%,3%,128,,,,,,,,,,,,,,
213,Closed End,Community  connectedness,Q3C,Household income,3,Data,   "$20,000 to $39,999",23%,64%,12%,1%,235,,,,,,,,,,,,,,
214,Closed End,Community  connectedness,Q3C,Household income,4,Data,   "$40,000 to $59,999",31%,49%,20%,<.5%,242,,,,,,,,,,,,,,
215,Closed End,Community  connectedness,Q3C,Household income,5,Data,   "$60,000 to $79,999",20%,65%,15%,1%,233,,,,,,,,,,,,,,
216,Closed End,Community  connectedness,Q3C,Household income,6,Data,   "$80,000 to $99,999",28%,61%,11%,1%,212,,,,,,,,,,,,,,
217,Closed End,Community  connectedness,Q3C,Household income,7,Data,   "$100,000 to $149,999",39%,53%,8%,1%,304,,,,,,,,,,,,,,
218,Closed End,Community  connectedness,Q3C,Household income,8,Data,   "$150,000 or more",36%,50%,13%,1%,226,,,,,,,,,,,,,,
219,Closed End,Community  connectedness,Q3C,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
220,Closed End,Community  connectedness,Q3C,Housing status,2,Data,   Owner,29%,57%,13%,1%,1467,,,,,,,,,,,,,,
221,Closed End,Community  connectedness,Q3C,Housing status,3,Data,   Renter,29%,52%,18%,1%,376,,,,,,,,,,,,,,
222,Closed End,Community  connectedness,Q3C,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",33%,50%,13%,4%,30,,,,,,,,,,,,,,
223,Closed End,Community  connectedness,Q3C,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
224,Closed End,Community  connectedness,Q3C,Home language,2,Data,   English only,28%,57%,14%,1%,1717,,,,,,,,,,,,,,
225,Closed End,Community  connectedness,Q3C,Home language,3,Data,   Engish plus another language,41%,46%,13%,<.5%,96,,,,,,,,,,,,,,
226,Closed End,Community  connectedness,Q3C,Home language,4,Data,   Another language only,31%,50%,19%,--,33,,,,,,,,,,,,,,
227,Closed End,Community  connectedness,Q3C,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
228,Closed End,Community  connectedness,Q3C,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",39%,43%,18%,--,30,,,,,,,,,,,,,,
229,Closed End,Community  connectedness,Q3C,Race / ethnicity,3,Data,   Asian American or Asian,27%,61%,12%,1%,77,,,,,,,,,,,,,,
230,Closed End,Community  connectedness,Q3C,Race / ethnicity,4,Data,   "Black, African American, or African",29%,49%,19%,3%,65,,,,,,,,,,,,,,
231,Closed End,Community  connectedness,Q3C,Race / ethnicity,5,Data,   Hispanic or Latinx,31%,44%,25%,--,41,,,,,,,,,,,,,,
232,Closed End,Community  connectedness,Q3C,Race / ethnicity,6,Data,   White or Caucasian,30%,56%,13%,1%,1636,,,,,,,,,,,,,,
233,,Community  connectedness,,,,,,,,,,,,,,,,,,,,,,,,
234,Closed End,Community  connectedness,Q3D_18,Title,1,Title,"How would you rate the East Metro on having high quality, affordable housing choices for all residents?",,,,,,,,,,,,,,,,,,,
235,Closed End,Community  connectedness,Q3D_18,Title,2,Labels,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
236,Closed End,Community  connectedness,Q3D_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
237,Closed End,Community  connectedness,Q3D_18,Region,2,Data,   East Metro overall,19%,47%,28%,6%,1920,,,,,,,,,,,,,,
238,Closed End,Community  connectedness,Q3D_18,Region,3,Data,   Dakota County,24%,48%,24%,4%,436,,,,,,,,,,,,,,
239,Closed End,Community  connectedness,Q3D_18,Region,4,Data,   Ramsey County (overall),17%,46%,29%,8%,961,,,,,,,,,,,,,,
240,Closed End,Community  connectedness,Q3D_18,Region,5,Data,      City of Saint Paul,14%,44%,31%,10%,463,,,,,,,,,,,,,,
241,Closed End,Community  connectedness,Q3D_18,Region,6,Data,      Suburban Ramsey County,20%,47%,27%,6%,498,,,,,,,,,,,,,,
242,Closed End,Community  connectedness,Q3D_18,Region,7,Data,   Washington County,17%,47%,31%,6%,523,,,,,,,,,,,,,,
243,Closed End,Community  connectedness,Q3D_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
244,Closed End,Community  connectedness,Q3D_18,Gender,2,Data,   Females,18%,46%,28%,8%,1245,,,,,,,,,,,,,,
245,Closed End,Community  connectedness,Q3D_18,Gender,3,Data,   Males,20%,49%,28%,4%,626,,,,,,,,,,,,,,
246,Closed End,Community  connectedness,Q3D_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
247,Closed End,Community  connectedness,Q3D_18,Age,2,Data,   18-34,19%,44%,29%,7%,285,,,,,,,,,,,,,,
248,Closed End,Community  connectedness,Q3D_18,Age,3,Data,   35-44,19%,47%,27%,6%,273,,,,,,,,,,,,,,
249,Closed End,Community  connectedness,Q3D_18,Age,4,Data,   45-54,23%,43%,25%,9%,299,,,,,,,,,,,,,,
250,Closed End,Community  connectedness,Q3D_18,Age,5,Data,   55-64,16%,52%,27%,5%,421,,,,,,,,,,,,,,
251,Closed End,Community  connectedness,Q3D_18,Age,6,Data,   65+,20%,50%,27%,4%,570,,,,,,,,,,,,,,
252,Closed End,Community  connectedness,Q3D_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
253,Closed End,Community  connectedness,Q3D_18,Education,2,Data,   "Less than HS diploma, no GED",47%,23%,12%,17%,20,,,,,,,,,,,,,,
254,Closed End,Community  connectedness,Q3D_18,Education,3,Data,   HS diploma or GED,19%,52%,23%,6%,194,,,,,,,,,,,,,,
255,Closed End,Community  connectedness,Q3D_18,Education,4,Data,   "Some college, trade school, or Associate degree",15%,43%,34%,8%,560,,,,,,,,,,,,,,
256,Closed End,Community  connectedness,Q3D_18,Education,5,Data,   Bachelor's degree or higher,21%,48%,27%,5%,1097,,,,,,,,,,,,,,
257,Closed End,Community  connectedness,Q3D_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
258,Closed End,Community  connectedness,Q3D_18,Household income,2,Data,   "Less than $20,000",21%,34%,27%,18%,134,,,,,,,,,,,,,,
259,Closed End,Community  connectedness,Q3D_18,Household income,3,Data,   "$20,000 to $39,999",13%,37%,42%,9%,237,,,,,,,,,,,,,,
260,Closed End,Community  connectedness,Q3D_18,Household income,4,Data,   "$40,000 to $59,999",24%,40%,29%,6%,253,,,,,,,,,,,,,,
261,Closed End,Community  connectedness,Q3D_18,Household income,5,Data,   "$60,000 to $79,999",13%,57%,24%,6%,241,,,,,,,,,,,,,,
262,Closed End,Community  connectedness,Q3D_18,Household income,6,Data,   "$80,000 to $99,999",15%,52%,27%,5%,211,,,,,,,,,,,,,,
263,Closed End,Community  connectedness,Q3D_18,Household income,7,Data,   "$100,000 to $149,999",23%,49%,25%,3%,311,,,,,,,,,,,,,,
264,Closed End,Community  connectedness,Q3D_18,Household income,8,Data,   "$150,000 or more",25%,51%,23%,1%,229,,,,,,,,,,,,,,
265,Closed End,Community  connectedness,Q3D_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
266,Closed End,Community  connectedness,Q3D_18,Housing status,2,Data,   Owner,19%,52%,25%,4%,1498,,,,,,,,,,,,,,
267,Closed End,Community  connectedness,Q3D_18,Housing status,3,Data,   Renter,19%,34%,35%,13%,391,,,,,,,,,,,,,,
268,Closed End,Community  connectedness,Q3D_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",16%,49%,34%,1%,28,,,,,,,,,,,,,,
269,Closed End,Community  connectedness,Q3D_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
270,Closed End,Community  connectedness,Q3D_18,Home language,2,Data,   English only,17%,48%,29%,7%,1763,,,,,,,,,,,,,,
271,Closed End,Community  connectedness,Q3D_18,Home language,3,Data,   Engish plus another language,31%,36%,26%,8%,95,,,,,,,,,,,,,,
272,Closed End,Community  connectedness,Q3D_18,Home language,4,Data,   Another language only,37%,43%,17%,2%,33,,,,,,,,,,,,,,
273,Closed End,Community  connectedness,Q3D_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
274,Closed End,Community  connectedness,Q3D_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",11%,43%,34%,11%,30,,,,,,,,,,,,,,
275,Closed End,Community  connectedness,Q3D_18,Race / ethnicity,3,Data,   Asian American or Asian,30%,52%,12%,6%,76,,,,,,,,,,,,,,
276,Closed End,Community  connectedness,Q3D_18,Race / ethnicity,4,Data,   "Black, African American, or African",22%,30%,31%,18%,66,,,,,,,,,,,,,,
277,Closed End,Community  connectedness,Q3D_18,Race / ethnicity,5,Data,   Hispanic or Latinx,19%,47%,31%,3%,41,,,,,,,,,,,,,,
278,Closed End,Community  connectedness,Q3D_18,Race / ethnicity,6,Data,   White or Caucasian,18%,47%,29%,6%,1679,,,,,,,,,,,,,,
279,,Community  connectedness,,,,,,,,,,,,,,,,,,,,,,,,
280,Closed End,Community  connectedness,Q3E_18,Title,1,Title,"How would you rate the East Metro's shopping, services, dining, and entertainment options?",,,,,,,,,,,,,,,,,,,
281,Closed End,Community  connectedness,Q3E_18,Title,2,Labels,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
282,Closed End,Community  connectedness,Q3E_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
283,Closed End,Community  connectedness,Q3E_18,Region,2,Data,   East Metro overall,41%,43%,15%,2%,1934,,,,,,,,,,,,,,
284,Closed End,Community  connectedness,Q3E_18,Region,3,Data,   Dakota County,44%,41%,14%,1%,438,,,,,,,,,,,,,,
285,Closed End,Community  connectedness,Q3E_18,Region,4,Data,   Ramsey County (overall),41%,43%,14%,2%,969,,,,,,,,,,,,,,
286,Closed End,Community  connectedness,Q3E_18,Region,5,Data,      City of Saint Paul,41%,40%,17%,3%,466,,,,,,,,,,,,,,
287,Closed End,Community  connectedness,Q3E_18,Region,6,Data,      Suburban Ramsey County,41%,47%,10%,2%,503,,,,,,,,,,,,,,
288,Closed End,Community  connectedness,Q3E_18,Region,7,Data,   Washington County,36%,45%,18%,1%,527,,,,,,,,,,,,,,
289,Closed End,Community  connectedness,Q3E_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
290,Closed End,Community  connectedness,Q3E_18,Gender,2,Data,   Females,41%,41%,16%,2%,1252,,,,,,,,,,,,,,
291,Closed End,Community  connectedness,Q3E_18,Gender,3,Data,   Males,42%,43%,13%,1%,632,,,,,,,,,,,,,,
292,Closed End,Community  connectedness,Q3E_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
293,Closed End,Community  connectedness,Q3E_18,Age,2,Data,   18-34,43%,41%,16%,<.5%,286,,,,,,,,,,,,,,
294,Closed End,Community  connectedness,Q3E_18,Age,3,Data,   35-44,38%,38%,21%,4%,274,,,,,,,,,,,,,,
295,Closed End,Community  connectedness,Q3E_18,Age,4,Data,   45-54,42%,47%,9%,2%,299,,,,,,,,,,,,,,
296,Closed End,Community  connectedness,Q3E_18,Age,5,Data,   55-64,44%,40%,14%,2%,421,,,,,,,,,,,,,,
297,Closed End,Community  connectedness,Q3E_18,Age,6,Data,   65+,40%,44%,14%,2%,577,,,,,,,,,,,,,,
298,Closed End,Community  connectedness,Q3E_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
299,Closed End,Community  connectedness,Q3E_18,Education,2,Data,   "Less than HS diploma, no GED",48%,24%,28%,--,20,,,,,,,,,,,,,,
300,Closed End,Community  connectedness,Q3E_18,Education,3,Data,   HS diploma or GED,46%,36%,15%,2%,200,,,,,,,,,,,,,,
301,Closed End,Community  connectedness,Q3E_18,Education,4,Data,   "Some college, trade school, or Associate degree",39%,45%,15%,1%,559,,,,,,,,,,,,,,
302,Closed End,Community  connectedness,Q3E_18,Education,5,Data,   Bachelor's degree or higher,39%,45%,14%,2%,1103,,,,,,,,,,,,,,
303,Closed End,Community  connectedness,Q3E_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
304,Closed End,Community  connectedness,Q3E_18,Household income,2,Data,   "Less than $20,000",40%,38%,19%,3%,132,,,,,,,,,,,,,,
305,Closed End,Community  connectedness,Q3E_18,Household income,3,Data,   "$20,000 to $39,999",38%,42%,20%,1%,240,,,,,,,,,,,,,,
306,Closed End,Community  connectedness,Q3E_18,Household income,4,Data,   "$40,000 to $59,999",41%,39%,18%,2%,254,,,,,,,,,,,,,,
307,Closed End,Community  connectedness,Q3E_18,Household income,5,Data,   "$60,000 to $79,999",43%,40%,16%,1%,241,,,,,,,,,,,,,,
308,Closed End,Community  connectedness,Q3E_18,Household income,6,Data,   "$80,000 to $99,999",35%,51%,11%,3%,214,,,,,,,,,,,,,,
309,Closed End,Community  connectedness,Q3E_18,Household income,7,Data,   "$100,000 to $149,999",47%,41%,10%,2%,311,,,,,,,,,,,,,,
310,Closed End,Community  connectedness,Q3E_18,Household income,8,Data,   "$150,000 or more",43%,41%,15%,1%,230,,,,,,,,,,,,,,
311,Closed End,Community  connectedness,Q3E_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
312,Closed End,Community  connectedness,Q3E_18,Housing status,2,Data,   Owner,42%,45%,12%,1%,1508,,,,,,,,,,,,,,
313,Closed End,Community  connectedness,Q3E_18,Housing status,3,Data,   Renter,38%,39%,20%,2%,394,,,,,,,,,,,,,,
314,Closed End,Community  connectedness,Q3E_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",56%,25%,19%,--,29,,,,,,,,,,,,,,
315,Closed End,Community  connectedness,Q3E_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
316,Closed End,Community  connectedness,Q3E_18,Home language,2,Data,   English only,42%,42%,14%,2%,1775,,,,,,,,,,,,,,
317,Closed End,Community  connectedness,Q3E_18,Home language,3,Data,   Engish plus another language,42%,49%,6%,3%,96,,,,,,,,,,,,,,
318,Closed End,Community  connectedness,Q3E_18,Home language,4,Data,   Another language only,27%,20%,53%,--,34,,,,,,,,,,,,,,
319,Closed End,Community  connectedness,Q3E_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
320,Closed End,Community  connectedness,Q3E_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",44%,43%,11%,2%,30,,,,,,,,,,,,,,
321,Closed End,Community  connectedness,Q3E_18,Race / ethnicity,3,Data,   Asian American or Asian,33%,41%,23%,3%,77,,,,,,,,,,,,,,
322,Closed End,Community  connectedness,Q3E_18,Race / ethnicity,4,Data,   "Black, African American, or African",32%,47%,19%,2%,66,,,,,,,,,,,,,,
323,Closed End,Community  connectedness,Q3E_18,Race / ethnicity,5,Data,   Hispanic or Latinx,32%,39%,27%,2%,41,,,,,,,,,,,,,,
324,Closed End,Community  connectedness,Q3E_18,Race / ethnicity,6,Data,   White or Caucasian,43%,42%,14%,1%,1691,,,,,,,,,,,,,,
325,,Community  connectedness,,,,,,,,,,,,,,,,,,,,,,,,
326,Closed End,Community  connectedness,Q3F_18,Title,1,Title,Q3F. How would you rate the East Metro's parks and outdoor recreation areas?,,,,,,,,,,,,,,,,,,,
327,Closed End,Community  connectedness,Q3F_18,Title,2,Labels,,Excellent,Good,Fair,Poor,Number of respondents (unweighted),,,,,,,,,,,,,,
328,Closed End,Community  connectedness,Q3F_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
329,Closed End,Community  connectedness,Q3F_18,Region,2,Data,   East Metro overall,55%,36%,8%,1%,1930,,,,,,,,,,,,,,
330,Closed End,Community  connectedness,Q3F_18,Region,3,Data,   Dakota County,61%,33%,6%,<.5%,441,,,,,,,,,,,,,,
331,Closed End,Community  connectedness,Q3F_18,Region,4,Data,   Ramsey County (overall),51%,37%,9%,2%,967,,,,,,,,,,,,,,
332,Closed End,Community  connectedness,Q3F_18,Region,5,Data,      City of Saint Paul,46%,39%,12%,3%,466,,,,,,,,,,,,,,
333,Closed End,Community  connectedness,Q3F_18,Region,6,Data,      Suburban Ramsey County,57%,35%,7%,1%,501,,,,,,,,,,,,,,
334,Closed End,Community  connectedness,Q3F_18,Region,7,Data,   Washington County,53%,39%,7%,<.5%,522,,,,,,,,,,,,,,
335,Closed End,Community  connectedness,Q3F_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
336,Closed End,Community  connectedness,Q3F_18,Gender,2,Data,   Females,52%,37%,9%,1%,1252,,,,,,,,,,,,,,
337,Closed End,Community  connectedness,Q3F_18,Gender,3,Data,   Males,58%,35%,7%,<.5%,628,,,,,,,,,,,,,,
338,Closed End,Community  connectedness,Q3F_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
339,Closed End,Community  connectedness,Q3F_18,Age,2,Data,   18-34,58%,31%,9%,2%,286,,,,,,,,,,,,,,
340,Closed End,Community  connectedness,Q3F_18,Age,3,Data,   35-44,50%,39%,9%,2%,274,,,,,,,,,,,,,,
341,Closed End,Community  connectedness,Q3F_18,Age,4,Data,   45-54,62%,31%,6%,<.5%,299,,,,,,,,,,,,,,
342,Closed End,Community  connectedness,Q3F_18,Age,5,Data,   55-64,51%,41%,8%,<.5%,420,,,,,,,,,,,,,,
343,Closed End,Community  connectedness,Q3F_18,Age,6,Data,   65+,46%,45%,9%,1%,574,,,,,,,,,,,,,,
344,Closed End,Community  connectedness,Q3F_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
345,Closed End,Community  connectedness,Q3F_18,Education,2,Data,   "Less than HS diploma, no GED",47%,22%,32%,--,20,,,,,,,,,,,,,,
346,Closed End,Community  connectedness,Q3F_18,Education,3,Data,   HS diploma or GED,48%,41%,10%,2%,199,,,,,,,,,,,,,,
347,Closed End,Community  connectedness,Q3F_18,Education,4,Data,   "Some college, trade school, or Associate degree",53%,39%,7%,1%,558,,,,,,,,,,,,,,
348,Closed End,Community  connectedness,Q3F_18,Education,5,Data,   Bachelor's degree or higher,62%,31%,5%,1%,1102,,,,,,,,,,,,,,
349,Closed End,Community  connectedness,Q3F_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
350,Closed End,Community  connectedness,Q3F_18,Household income,2,Data,   "Less than $20,000",38%,37%,21%,5%,135,,,,,,,,,,,,,,
351,Closed End,Community  connectedness,Q3F_18,Household income,3,Data,   "$20,000 to $39,999",48%,43%,7%,1%,237,,,,,,,,,,,,,,
352,Closed End,Community  connectedness,Q3F_18,Household income,4,Data,   "$40,000 to $59,999",55%,35%,9%,1%,253,,,,,,,,,,,,,,
353,Closed End,Community  connectedness,Q3F_18,Household income,5,Data,   "$60,000 to $79,999",49%,41%,9%,1%,238,,,,,,,,,,,,,,
354,Closed End,Community  connectedness,Q3F_18,Household income,6,Data,   "$80,000 to $99,999",54%,39%,6%,1%,214,,,,,,,,,,,,,,
355,Closed End,Community  connectedness,Q3F_18,Household income,7,Data,   "$100,000 to $149,999",66%,30%,3%,--,312,,,,,,,,,,,,,,
356,Closed End,Community  connectedness,Q3F_18,Household income,8,Data,   "$150,000 or more",69%,26%,5%,--,230,,,,,,,,,,,,,,
357,Closed End,Community  connectedness,Q3F_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
358,Closed End,Community  connectedness,Q3F_18,Housing status,2,Data,   Owner,57%,36%,6%,<.5%,1504,,,,,,,,,,,,,,
359,Closed End,Community  connectedness,Q3F_18,Housing status,3,Data,   Renter,48%,36%,13%,3%,393,,,,,,,,,,,,,,
360,Closed End,Community  connectedness,Q3F_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",60%,32%,8%,--,30,,,,,,,,,,,,,,
361,Closed End,Community  connectedness,Q3F_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
362,Closed End,Community  connectedness,Q3F_18,Home language,2,Data,   English only,55%,37%,7%,1%,1773,,,,,,,,,,,,,,
363,Closed End,Community  connectedness,Q3F_18,Home language,3,Data,   Engish plus another language,70%,23%,7%,<.5%,94,,,,,,,,,,,,,,
364,Closed End,Community  connectedness,Q3F_18,Home language,4,Data,   Another language only,18%,39%,43%,--,34,,,,,,,,,,,,,,
365,Closed End,Community  connectedness,Q3F_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
366,Closed End,Community  connectedness,Q3F_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",45%,47%,--,8%,29,,,,,,,,,,,,,,
367,Closed End,Community  connectedness,Q3F_18,Race / ethnicity,3,Data,   Asian American or Asian,39%,36%,24%,<.5%,77,,,,,,,,,,,,,,
368,Closed End,Community  connectedness,Q3F_18,Race / ethnicity,4,Data,   "Black, African American, or African",39%,37%,17%,7%,65,,,,,,,,,,,,,,
369,Closed End,Community  connectedness,Q3F_18,Race / ethnicity,5,Data,   Hispanic or Latinx,62%,34%,4%,1%,41,,,,,,,,,,,,,,
370,Closed End,Community  connectedness,Q3F_18,Race / ethnicity,6,Data,   White or Caucasian,57%,36%,6%,1%,1687,,,,,,,,,,,,,,
371,,Community  connectedness,,,,,,,,,,,,,,,,,,,,,,,,
372,Closed End,Community  connectedness,Q3G_18,Title,1,Title,"How would you rate the East Metro's cultural amenities such as museums, arts, music?",,,,,,,,,,,,,,,,,,,
